ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
A_32_P87849,8.63E-01,7.42E-01,-3.31E-01,-6.509253,-1.67E-01,,
A_23_P37579,8.63E-01,7.42E-01,-3.31E-01,-6.509286,-1.25E-01,MORF4L1,mortality factor 4 like 1
A_24_P135856,8.63E-01,7.43E-01,-3.31E-01,-6.509292,-1.84E-01,RHD,Rh blood group D antigen
A_23_P159775,8.63E-01,7.43E-01,3.31E-01,-6.509314,2.37E-01,GABRE,gamma-aminobutyric acid type A receptor epsilon subunit
A_23_P104438,8.63E-01,7.43E-01,-3.31E-01,-6.50935,-1.72E-01,MYPN,myopalladin
A_23_P21838,8.63E-01,7.43E-01,3.31E-01,-6.509372,7.56E-02,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase"
A_24_P44916,8.63E-01,7.43E-01,3.31E-01,-6.509376,1.15E-01,CDC42EP5,CDC42 effector protein 5
A_24_P920544,8.63E-01,7.43E-01,3.31E-01,-6.509405,1.74E-01,BCR,"BCR, RhoGEF and GTPase activating protein"
A_23_P84782,8.63E-01,7.43E-01,-3.31E-01,-6.509417,-1.09E-01,THAP4,THAP domain containing 4
A_23_P305711,8.63E-01,7.43E-01,-3.31E-01,-6.509431,-9.67E-02,RYBP,RING1 and YY1 binding protein
A_24_P213161,8.63E-01,7.43E-01,-3.31E-01,-6.509434,-4.18E-01,NLRP2,NLR family pyrin domain containing 2
A_23_P90710,8.63E-01,7.43E-01,-3.31E-01,-6.509444,-4.05E-01,DES,desmin
A_24_P450092,8.63E-01,7.43E-01,-3.31E-01,-6.509467,-2.39E-01,GATA2-AS1,GATA2 antisense RNA 1
A_23_P250874,8.63E-01,7.43E-01,-3.31E-01,-6.509471,-1.79E-01,FKBP6,FK506 binding protein 6
A_32_P108544,8.63E-01,7.43E-01,3.31E-01,-6.509481,1.72E-01,RGPD2,RANBP2-like and GRIP domain containing 2
A_23_P75830,8.63E-01,7.43E-01,-3.31E-01,-6.50949,-1.66E-01,,
A_32_P96043,8.63E-01,7.43E-01,3.31E-01,-6.509519,1.11E-01,,
A_24_P118884,8.63E-01,7.43E-01,-3.30E-01,-6.509539,-1.85E-01,,
A_23_P412059,8.63E-01,7.43E-01,3.30E-01,-6.509572,1.09E-01,,
A_23_P76298,8.63E-01,7.43E-01,3.30E-01,-6.509602,1.43E-01,,
A_24_P50950,8.63E-01,7.43E-01,3.30E-01,-6.509643,2.27E-01,CCDC88B,coiled-coil domain containing 88B
A_24_P368575,8.64E-01,7.43E-01,3.30E-01,-6.509673,1.55E-01,SLC4A7,solute carrier family 4 member 7
A_23_P162547,8.64E-01,7.43E-01,-3.30E-01,-6.509703,-3.03E-01,MYL2,myosin light chain 2
A_32_P48825,8.64E-01,7.43E-01,-3.30E-01,-6.509704,-2.11E-01,KRT72,keratin 72
A_23_P420209,8.64E-01,7.43E-01,-3.30E-01,-6.50972,-2.62E-01,GCNT3,"glucosaminyl (N-acetyl) transferase 3, mucin type"
A_24_P598406,8.64E-01,7.43E-01,3.30E-01,-6.509722,8.55E-02,RNF216P1,ring finger protein 216 pseudogene 1
A_32_P131401,8.64E-01,7.44E-01,3.30E-01,-6.509739,7.84E-02,,
A_32_P57002,8.64E-01,7.44E-01,3.30E-01,-6.509771,1.18E-01,,
A_24_P892494,8.64E-01,7.44E-01,-3.30E-01,-6.509785,-1.68E-01,LINC01096,long intergenic non-protein coding RNA 1096
A_24_P731000,8.64E-01,7.44E-01,3.30E-01,-6.50979,1.53E-01,,
A_23_P303072,8.64E-01,7.44E-01,-3.30E-01,-6.509798,-1.91E-01,GRIA1,glutamate ionotropic receptor AMPA type subunit 1
A_24_P204257,8.64E-01,7.44E-01,-3.30E-01,-6.509802,-1.50E-01,,
A_32_P164477,8.64E-01,7.44E-01,-3.30E-01,-6.509806,-1.63E-01,,
A_23_P424689,8.64E-01,7.44E-01,-3.30E-01,-6.50981,-1.58E-01,RBMY2FP,"RNA binding motif protein, Y-linked, family 2, member F pseudogene"
A_32_P153979,8.64E-01,7.44E-01,3.30E-01,-6.509814,2.37E-01,,
A_23_P13822,8.64E-01,7.44E-01,-3.30E-01,-6.509842,-1.57E-01,STYK1,serine/threonine/tyrosine kinase 1
A_24_P935621,8.64E-01,7.44E-01,-3.30E-01,-6.509846,-1.76E-01,,
A_23_P1286,8.64E-01,7.44E-01,-3.29E-01,-6.509869,-2.47E-01,C10orf82,chromosome 10 open reading frame 82
A_32_P14243,8.64E-01,7.44E-01,3.29E-01,-6.509883,8.01E-02,,
A_23_P35000,8.64E-01,7.44E-01,3.29E-01,-6.509892,2.52E-01,GPR3,G protein-coupled receptor 3
A_32_P226614,8.64E-01,7.44E-01,3.29E-01,-6.509918,1.66E-01,,
A_24_P208345,8.64E-01,7.44E-01,3.29E-01,-6.509924,1.18E-01,SLC45A3,solute carrier family 45 member 3
A_23_P55504,8.64E-01,7.44E-01,3.29E-01,-6.509926,1.69E-01,OR3A2,olfactory receptor family 3 subfamily A member 2
A_23_P140668,8.64E-01,7.44E-01,3.29E-01,-6.509928,9.75E-02,IDH3A,isocitrate dehydrogenase 3 (NAD(+)) alpha
A_32_P221507,8.64E-01,7.44E-01,3.29E-01,-6.509932,1.68E-01,LOC100286922,DnaJ heat shock protein family (Hsp40) member B3 pseudogene
A_23_P114118,8.64E-01,7.44E-01,3.29E-01,-6.509957,1.67E-01,SCML2,sex comb on midleg-like 2 (Drosophila)
A_23_P320829,8.64E-01,7.44E-01,-3.29E-01,-6.509959,-1.23E-01,CEP128,centrosomal protein 128
A_23_P360482,8.64E-01,7.44E-01,3.29E-01,-6.509983,1.60E-01,LINC01023,long intergenic non-protein coding RNA 1023
A_23_P416178,8.64E-01,7.44E-01,3.29E-01,-6.509993,1.62E-01,CCDC136,coiled-coil domain containing 136
A_24_P333106,8.64E-01,7.44E-01,-3.29E-01,-6.510035,-7.71E-02,,
A_23_P346376,8.64E-01,7.44E-01,3.29E-01,-6.51005,1.69E-01,P2RY10,purinergic receptor P2Y10
A_32_P48156,8.64E-01,7.44E-01,-3.29E-01,-6.510066,-1.72E-01,,
A_23_P312840,8.64E-01,7.44E-01,-3.29E-01,-6.510102,-1.40E-01,SEMA6A,semaphorin 6A
A_24_P403244,8.64E-01,7.44E-01,3.29E-01,-6.510124,1.41E-01,PILRB,paired immunoglobin-like type 2 receptor beta
A_23_P115192,8.64E-01,7.44E-01,-3.29E-01,-6.510141,-1.70E-01,FCRL4,Fc receptor like 4
A_23_P86838,8.64E-01,7.44E-01,3.29E-01,-6.510156,1.56E-01,SLC36A4,solute carrier family 36 member 4
A_23_P329016,8.64E-01,7.45E-01,3.29E-01,-6.510179,1.55E-01,DPH7,diphthamide biosynthesis 7
A_32_P194740,8.64E-01,7.45E-01,3.28E-01,-6.510195,1.73E-01,,
A_32_P930375,8.64E-01,7.45E-01,3.28E-01,-6.5102,1.89E-01,ERICH1-AS1,ERICH1 antisense RNA 1
A_24_P115796,8.64E-01,7.45E-01,3.28E-01,-6.510267,1.67E-01,,
A_24_P548795,8.64E-01,7.45E-01,-3.28E-01,-6.510279,-1.53E-01,,
A_23_P88893,8.64E-01,7.45E-01,-3.28E-01,-6.5103,-9.34E-02,DEF8,differentially expressed in FDCP 8 homolog
A_23_P361381,8.64E-01,7.45E-01,-3.28E-01,-6.510302,-1.91E-01,DMC1,DNA meiotic recombinase 1
A_23_P11980,8.64E-01,7.45E-01,3.28E-01,-6.510327,2.98E-01,CFAP57,cilia and flagella associated protein 57
A_24_P531312,8.64E-01,7.45E-01,3.28E-01,-6.510329,1.73E-01,,
A_24_P256404,8.64E-01,7.45E-01,-3.28E-01,-6.510335,-1.53E-01,LOC440570,uncharacterized LOC440570
A_23_P75239,8.64E-01,7.45E-01,3.28E-01,-6.510374,1.57E-01,OPALIN,oligodendrocytic myelin paranodal and inner loop protein
A_32_P119769,8.64E-01,7.45E-01,3.28E-01,-6.510401,1.96E-01,,
A_23_P64721,8.64E-01,7.45E-01,-3.28E-01,-6.510415,-1.53E-01,HCAR3,hydroxycarboxylic acid receptor 3
A_24_P284584,8.64E-01,7.45E-01,-3.28E-01,-6.510446,-1.77E-01,ZNF559,zinc finger protein 559
A_24_P35109,8.64E-01,7.45E-01,3.28E-01,-6.510462,1.29E-01,CLDN3,claudin 3
A_23_P67971,8.64E-01,7.45E-01,3.28E-01,-6.510479,1.46E-01,GALM,galactose mutarotase
A_23_P146885,8.65E-01,7.45E-01,3.27E-01,-6.51053,1.94E-01,UTS2R,urotensin 2 receptor
A_24_P68068,8.65E-01,7.45E-01,3.27E-01,-6.510564,1.61E-01,,
A_24_P382113,8.65E-01,7.45E-01,-3.27E-01,-6.510583,-8.25E-02,LUC7L3,LUC7 like 3 pre-mRNA splicing factor
A_24_P280833,8.65E-01,7.45E-01,3.27E-01,-6.510585,8.17E-02,LOC100129138,"THAP domain containing, apoptosis associated protein 3 pseudogene"
A_23_P363203,8.65E-01,7.45E-01,-3.27E-01,-6.510595,-1.37E-01,TCL6,T-cell leukemia/lymphoma 6 (non-protein coding)
A_23_P92213,8.65E-01,7.45E-01,3.27E-01,-6.510596,9.16E-02,ABHD10,abhydrolase domain containing 10
A_23_P2922,8.65E-01,7.46E-01,-3.27E-01,-6.510642,-8.44E-02,MBIP,MAP3K12 binding inhibitory protein 1
A_23_P392962,8.65E-01,7.46E-01,3.27E-01,-6.510652,1.58E-01,GRAP,GRB2-related adaptor protein
A_24_P470794,8.65E-01,7.46E-01,3.27E-01,-6.510664,1.89E-01,,
A_24_P923011,8.65E-01,7.46E-01,3.27E-01,-6.510675,1.88E-01,PLG,plasminogen
A_32_P130536,8.65E-01,7.46E-01,-3.27E-01,-6.510718,-2.32E-01,,
A_23_P352879,8.65E-01,7.46E-01,3.27E-01,-6.51079,1.52E-01,GCLC,glutamate-cysteine ligase catalytic subunit
A_23_P141142,8.65E-01,7.46E-01,3.26E-01,-6.510916,1.77E-01,QRICH2,glutamine rich 2
A_24_P82240,8.65E-01,7.46E-01,3.26E-01,-6.51098,1.87E-01,PRM2,protamine 2
A_24_P43681,8.65E-01,7.46E-01,-3.26E-01,-6.510984,-1.32E-01,DBNL,drebrin like
A_23_P65370,8.65E-01,7.46E-01,3.26E-01,-6.510998,8.10E-02,GLRX5,glutaredoxin 5
A_24_P479364,8.65E-01,7.46E-01,3.26E-01,-6.511033,1.41E-01,,
A_24_P213950,8.65E-01,7.46E-01,3.26E-01,-6.511035,2.49E-01,HEPACAM,hepatic and glial cell adhesion molecule
A_23_P214487,8.65E-01,7.46E-01,3.26E-01,-6.511039,9.29E-02,HIST1H4C,"histone cluster 1, H4c"
A_32_P921149,8.65E-01,7.46E-01,-3.26E-01,-6.511044,-1.33E-01,LOC100129476,uncharacterized LOC100129476
A_23_P140614,8.65E-01,7.46E-01,3.26E-01,-6.511046,1.96E-01,GOLGA8S,golgin A8 family member S
A_23_P158461,8.65E-01,7.47E-01,-3.26E-01,-6.511057,-1.31E-01,,
A_24_P350708,8.65E-01,7.47E-01,-3.26E-01,-6.511062,-1.86E-01,LOC100505915,uncharacterized LOC100505915
A_24_P918888,8.65E-01,7.47E-01,-3.26E-01,-6.511064,-1.57E-01,LINC00476,long intergenic non-protein coding RNA 476
A_24_P337867,8.65E-01,7.47E-01,-3.26E-01,-6.511066,-1.44E-01,ORAI2,ORAI calcium release-activated calcium modulator 2
A_23_P6201,8.65E-01,7.47E-01,3.26E-01,-6.511079,1.80E-01,LIPI,lipase I
A_23_P154379,8.65E-01,7.47E-01,-3.26E-01,-6.511097,-2.12E-01,NAT8,N-acetyltransferase 8 (putative)
A_24_P816777,8.65E-01,7.47E-01,3.26E-01,-6.511114,1.04E-01,UBL7-AS1,UBL7 antisense RNA 1 (head to head)
A_24_P366526,8.65E-01,7.47E-01,3.26E-01,-6.511122,1.00E-01,SYNGR2,synaptogyrin 2
A_24_P739785,8.65E-01,7.47E-01,-3.26E-01,-6.511148,-1.51E-01,,
A_24_P10444,8.65E-01,7.47E-01,3.26E-01,-6.511151,1.78E-01,TTLL6,tubulin tyrosine ligase like 6
A_23_P210807,8.65E-01,7.47E-01,-3.26E-01,-6.511153,-2.45E-01,CSTL1,cystatin like 1
A_23_P403209,8.65E-01,7.47E-01,-3.25E-01,-6.511182,-1.57E-01,LINC00504,long intergenic non-protein coding RNA 504
A_24_P33105,8.66E-01,7.47E-01,3.25E-01,-6.511213,1.95E-01,,
A_24_P341376,8.66E-01,7.47E-01,-3.25E-01,-6.511236,-1.03E-01,,
A_23_P167444,8.66E-01,7.47E-01,-3.25E-01,-6.511254,-1.04E-01,NSA2,"NSA2, ribosome biogenesis homolog"
A_24_P333663,8.66E-01,7.47E-01,-3.25E-01,-6.511258,-1.37E-01,MAPK6,mitogen-activated protein kinase 6
A_24_P835388,8.66E-01,7.47E-01,-3.25E-01,-6.511272,-1.65E-01,,
A_24_P102726,8.66E-01,7.47E-01,3.25E-01,-6.51132,1.03E-01,PPOX,protoporphyrinogen oxidase
A_23_P102242,8.66E-01,7.47E-01,-3.25E-01,-6.511358,-9.05E-02,Mar-07,membrane associated ring-CH-type finger 7
A_24_P548453,8.66E-01,7.47E-01,-3.25E-01,-6.511369,-1.96E-01,CRYZ,crystallin zeta
A_24_P892790,8.66E-01,7.47E-01,-3.25E-01,-6.511414,-1.51E-01,,
A_23_P164427,8.66E-01,7.47E-01,3.25E-01,-6.511436,1.23E-01,GID4,GID complex subunit 4 homolog
A_24_P73370,8.66E-01,7.47E-01,-3.25E-01,-6.511453,-1.38E-01,ULK1,unc-51 like autophagy activating kinase 1
A_23_P20183,8.66E-01,7.47E-01,3.25E-01,-6.511458,9.27E-02,FIS1,"fission, mitochondrial 1"
A_24_P613856,8.66E-01,7.47E-01,-3.25E-01,-6.511475,-1.57E-01,,
A_24_P934826,8.66E-01,7.47E-01,-3.25E-01,-6.511487,-2.19E-01,,
A_23_P146644,8.66E-01,7.48E-01,3.25E-01,-6.511494,8.21E-02,ANXA2,annexin A2
A_23_P404785,8.66E-01,7.48E-01,3.24E-01,-6.511518,1.05E-01,OSTM1,osteopetrosis associated transmembrane protein 1
A_23_P78372,8.66E-01,7.48E-01,3.24E-01,-6.511532,8.93E-02,THOC1,THO complex 1
A_24_P758256,8.66E-01,7.48E-01,-3.24E-01,-6.511574,-1.79E-01,,
A_23_P39881,8.66E-01,7.48E-01,3.24E-01,-6.511577,1.93E-01,CYP4F30P,"cytochrome P450 family 4 subfamily F member 30, pseudogene"
A_32_P74140,8.66E-01,7.48E-01,-3.24E-01,-6.511594,-1.40E-01,,
A_23_P200737,8.66E-01,7.48E-01,3.24E-01,-6.51169,2.04E-01,RGS4,regulator of G-protein signaling 4
A_23_P40718,8.66E-01,7.48E-01,-3.24E-01,-6.511716,-1.30E-01,PARVB,parvin beta
A_32_P108066,8.66E-01,7.48E-01,-3.24E-01,-6.511719,-1.51E-01,SLC12A3,solute carrier family 12 member 3
A_32_P139338,8.66E-01,7.48E-01,-3.24E-01,-6.511732,-2.03E-01,,
A_23_P63777,8.66E-01,7.48E-01,-3.24E-01,-6.511765,-1.91E-01,OIT3,oncoprotein induced transcript 3
A_32_P61415,8.67E-01,7.48E-01,3.24E-01,-6.511818,2.04E-01,,
A_24_P130691,8.67E-01,7.48E-01,-3.23E-01,-6.511836,-1.96E-01,TMPRSS6,"transmembrane protease, serine 6"
A_32_P83221,8.67E-01,7.48E-01,-3.23E-01,-6.51184,-8.39E-02,,
A_23_P207648,8.67E-01,7.48E-01,3.23E-01,-6.511845,1.79E-01,CAMKK1,calcium/calmodulin dependent protein kinase kinase 1
A_23_P105803,8.67E-01,7.48E-01,3.23E-01,-6.511846,2.72E-01,FGF9,fibroblast growth factor 9
A_23_P250825,8.67E-01,7.48E-01,3.23E-01,-6.511846,9.11E-02,RABGEF1,RAB guanine nucleotide exchange factor 1
A_23_P64204,8.67E-01,7.48E-01,3.23E-01,-6.511878,1.16E-01,ZW10,zw10 kinetochore protein
A_23_P89270,8.67E-01,7.48E-01,-3.23E-01,-6.511891,-2.01E-01,SERPINF2,serpin family F member 2
A_23_P48816,8.67E-01,7.48E-01,-3.23E-01,-6.511893,-2.20E-01,SLC28A2,solute carrier family 28 member 2
A_32_P127368,8.67E-01,7.48E-01,-3.23E-01,-6.511896,-1.04E-01,,
A_23_P133949,8.67E-01,7.48E-01,3.23E-01,-6.511907,2.16E-01,,
A_24_P370472,8.67E-01,7.49E-01,3.23E-01,-6.511989,2.23E-01,HLA-DRB4,"major histocompatibility complex, class II, DR beta 4"
A_24_P567349,8.67E-01,7.49E-01,-3.23E-01,-6.511999,-1.16E-01,TOR1AIP2,torsin 1A interacting protein 2
A_24_P481113,8.67E-01,7.49E-01,3.23E-01,-6.512013,1.86E-01,,
A_23_P399897,8.67E-01,7.49E-01,-3.23E-01,-6.512033,-1.99E-01,KY,kyphoscoliosis peptidase
A_23_P102122,8.67E-01,7.49E-01,-3.23E-01,-6.512057,-7.69E-02,ARPC2,actin related protein 2/3 complex subunit 2
A_23_P147984,8.67E-01,7.49E-01,-3.23E-01,-6.512062,-1.40E-01,TRIP12,thyroid hormone receptor interactor 12
A_24_P871687,8.67E-01,7.49E-01,-3.23E-01,-6.512078,-1.75E-01,,
A_23_P252603,8.67E-01,7.49E-01,-3.23E-01,-6.512092,-1.31E-01,FBXW4P1,F-box and WD repeat domain containing 4 pseudogene 1
A_23_P33881,8.67E-01,7.49E-01,-3.23E-01,-6.512094,-1.92E-01,SSX4B,SSX family member 4B
A_32_P42197,8.67E-01,7.49E-01,-3.23E-01,-6.512098,-9.64E-02,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1
A_24_P212624,8.67E-01,7.49E-01,3.23E-01,-6.512117,2.12E-01,LINC00307,long intergenic non-protein coding RNA 307
A_24_P810697,8.67E-01,7.49E-01,3.23E-01,-6.512122,1.41E-01,MXRA7,matrix remodeling associated 7
A_24_P350040,8.67E-01,7.49E-01,3.23E-01,-6.512143,1.53E-01,,
A_24_P701814,8.67E-01,7.49E-01,-3.22E-01,-6.512163,-1.72E-01,,
A_23_P33384,8.67E-01,7.49E-01,3.22E-01,-6.512166,2.01E-01,CIITA,class II major histocompatibility complex transactivator
A_32_P28704,8.67E-01,7.49E-01,3.22E-01,-6.512169,1.27E-01,,
A_23_P218398,8.67E-01,7.49E-01,3.22E-01,-6.512188,2.12E-01,DLG4,discs large MAGUK scaffold protein 4
A_32_P143336,8.67E-01,7.49E-01,3.22E-01,-6.512202,1.40E-01,LINC01278,long intergenic non-protein coding RNA 1278
A_23_P145889,8.67E-01,7.49E-01,-3.22E-01,-6.512209,-1.44E-01,CDK14,cyclin dependent kinase 14
A_23_P251945,8.67E-01,7.49E-01,3.22E-01,-6.51222,8.38E-02,DCTN4,dynactin subunit 4
A_23_P141508,8.67E-01,7.49E-01,-3.22E-01,-6.512235,-2.23E-01,CLEC10A,C-type lectin domain family 10 member A
A_32_P25050,8.67E-01,7.49E-01,-3.22E-01,-6.512262,-1.44E-01,RDH10,retinol dehydrogenase 10 (all-trans)
A_23_P155900,8.67E-01,7.49E-01,3.22E-01,-6.512281,2.35E-01,NPFFR2,neuropeptide FF receptor 2
A_23_P171077,8.67E-01,7.49E-01,-3.22E-01,-6.51231,-1.42E-01,EBP,emopamil binding protein (sterol isomerase)
A_23_P319895,8.67E-01,7.49E-01,3.22E-01,-6.512335,1.19E-01,SETD1B,SET domain containing 1B
A_24_P136758,8.67E-01,7.49E-01,3.22E-01,-6.512342,9.62E-02,SAMD4B,sterile alpha motif domain containing 4B
A_24_P333461,8.67E-01,7.50E-01,3.22E-01,-6.51239,1.62E-01,DNAH5,dynein axonemal heavy chain 5
A_23_P414281,8.67E-01,7.50E-01,3.22E-01,-6.512392,2.13E-01,C16orf71,chromosome 16 open reading frame 71
A_23_P202837,8.67E-01,7.50E-01,3.22E-01,-6.512398,1.43E-01,CCND1,cyclin D1
A_23_P132444,8.67E-01,7.50E-01,-3.22E-01,-6.512433,-9.39E-02,TCEA1,transcription elongation factor A1
A_23_P108534,8.67E-01,7.50E-01,3.22E-01,-6.512438,1.82E-01,,
A_32_P66324,8.67E-01,7.50E-01,3.22E-01,-6.512475,1.56E-01,SNORA70///RPL10///DNASE1L1,"small nucleolar RNA, H/ACA box 70///ribosomal protein L10///deoxyribonuclease 1 like 1"
A_24_P247006,8.67E-01,7.50E-01,-3.21E-01,-6.51248,-1.64E-01,DENND2C,DENN domain containing 2C
A_32_P202182,8.67E-01,7.50E-01,-3.21E-01,-6.512483,-1.78E-01,SPDYE8P,"speedy/RINGO cell cycle regulator family member E8, pseudogene"
A_24_P176714,8.67E-01,7.50E-01,3.21E-01,-6.512491,1.92E-01,B9D1,B9 domain containing 1
A_23_P89621,8.67E-01,7.50E-01,3.21E-01,-6.512503,1.00E-01,CBX4,chromobox 4
A_24_P343255,8.67E-01,7.50E-01,-3.21E-01,-6.512521,-9.20E-02,KLHDC3,kelch domain containing 3
A_24_P46808,8.67E-01,7.50E-01,-3.21E-01,-6.512525,-9.41E-02,,
A_24_P204454,8.67E-01,7.50E-01,-3.21E-01,-6.512527,-1.06E-01,,
A_24_P484965,8.67E-01,7.50E-01,-3.21E-01,-6.512575,-1.77E-01,,
A_32_P411592,8.67E-01,7.50E-01,3.21E-01,-6.512599,8.41E-02,MBD6,methyl-CpG binding domain protein 6
A_23_P26117,8.67E-01,7.50E-01,-3.21E-01,-6.512609,-9.36E-02,MAN2C1,mannosidase alpha class 2C member 1
A_32_P733356,8.67E-01,7.50E-01,3.21E-01,-6.512612,1.30E-01,PRORY,"proline rich, Y-linked"
A_23_P316741,8.67E-01,7.50E-01,3.21E-01,-6.512613,1.32E-01,TSPAN4,tetraspanin 4
A_24_P316601,8.67E-01,7.50E-01,-3.21E-01,-6.512619,-2.14E-01,C9orf47,chromosome 9 open reading frame 47
A_23_P170978,8.67E-01,7.50E-01,3.21E-01,-6.512642,1.31E-01,ZNF692,zinc finger protein 692
A_23_P215208,8.67E-01,7.50E-01,3.21E-01,-6.512653,1.25E-01,FIGNL1,fidgetin like 1
A_24_P193509,8.67E-01,7.50E-01,-3.21E-01,-6.512662,-9.65E-02,FOPNL,FGFR1OP N-terminal like
A_32_P135972,8.67E-01,7.50E-01,-3.21E-01,-6.51267,-1.38E-01,NFASC,neurofascin
A_23_P209246,8.67E-01,7.50E-01,3.21E-01,-6.512676,2.29E-01,GLI2,GLI family zinc finger 2
A_32_P185398,8.68E-01,7.50E-01,-3.21E-01,-6.512774,-1.83E-01,,
A_32_P17163,8.68E-01,7.51E-01,3.21E-01,-6.512786,1.11E-01,ARHGAP18,Rho GTPase activating protein 18
A_32_P104619,8.68E-01,7.51E-01,3.20E-01,-6.512822,1.26E-01,LOC727820,uncharacterized LOC727820
A_24_P147252,8.68E-01,7.51E-01,-3.20E-01,-6.512822,-1.00E-01,ZNF23,zinc finger protein 23
A_24_P928415,8.68E-01,7.51E-01,-3.20E-01,-6.512827,-1.37E-01,VPS29,"VPS29, retromer complex component"
A_24_P715865,8.68E-01,7.51E-01,-3.20E-01,-6.512828,-1.30E-01,,
A_32_P6628,8.68E-01,7.51E-01,3.20E-01,-6.512833,1.42E-01,,
A_23_P377882,8.68E-01,7.51E-01,3.20E-01,-6.512848,2.49E-01,KCNH2,potassium voltage-gated channel subfamily H member 2
A_23_P7221,8.68E-01,7.51E-01,-3.20E-01,-6.51288,-1.02E-01,RPL34,ribosomal protein L34
A_24_P115443,8.68E-01,7.51E-01,3.20E-01,-6.512882,1.17E-01,BIN3,bridging integrator 3
A_23_P62831,8.68E-01,7.51E-01,-3.20E-01,-6.512974,-1.24E-01,EVA1B,eva-1 homolog B
A_24_P110887,8.68E-01,7.51E-01,-3.20E-01,-6.512975,-1.21E-01,USF3,upstream transcription factor family member 3
A_23_P44366,8.68E-01,7.51E-01,3.20E-01,-6.513016,1.74E-01,PRKAG2,protein kinase AMP-activated non-catalytic subunit gamma 2
A_32_P216103,8.68E-01,7.51E-01,-3.20E-01,-6.513016,-1.80E-01,FLJ90680,FLJ90680 protein
A_23_P6822,8.68E-01,7.51E-01,-3.20E-01,-6.51309,-1.82E-01,ITIH3,inter-alpha-trypsin inhibitor heavy chain 3
A_24_P157415,8.68E-01,7.51E-01,-3.20E-01,-6.513093,-1.07E-01,ATP11B,ATPase phospholipid transporting 11B (putative)
A_23_P7388,8.68E-01,7.51E-01,3.20E-01,-6.513117,1.24E-01,HDAC3,histone deacetylase 3
A_32_P87531,8.68E-01,7.51E-01,-3.20E-01,-6.513118,-2.68E-01,DNAH14,dynein axonemal heavy chain 14
A_32_P162183,8.68E-01,7.51E-01,-3.20E-01,-6.513122,-1.72E-01,C2,complement component 2
A_24_P279704,8.68E-01,7.51E-01,-3.19E-01,-6.513151,-1.90E-01,MAG,myelin associated glycoprotein
A_23_P16189,8.68E-01,7.51E-01,3.19E-01,-6.513181,2.28E-01,PRKCG,protein kinase C gamma
A_24_P918926,8.68E-01,7.51E-01,-3.19E-01,-6.513192,-1.45E-01,,
A_32_P19193,8.68E-01,7.51E-01,-3.19E-01,-6.513197,-1.67E-01,,
A_23_P19886,8.68E-01,7.52E-01,3.19E-01,-6.51326,1.88E-01,NPSR1,neuropeptide S receptor 1
A_24_P290874,8.68E-01,7.52E-01,3.19E-01,-6.5133,1.40E-01,MTMR1,myotubularin related protein 1
A_24_P506893,8.68E-01,7.52E-01,-3.19E-01,-6.513307,-2.25E-01,,
A_23_P209726,8.68E-01,7.52E-01,3.19E-01,-6.513317,1.09E-01,SP140,SP140 nuclear body protein
A_24_P255829,8.68E-01,7.52E-01,3.19E-01,-6.513322,1.43E-01,PTPN21,"protein tyrosine phosphatase, non-receptor type 21"
A_24_P342670,8.68E-01,7.52E-01,-3.19E-01,-6.513351,-1.76E-01,GON4L,gon-4 like
A_24_P934989,8.69E-01,7.52E-01,-3.19E-01,-6.513372,-1.69E-01,,
A_24_P370682,8.69E-01,7.52E-01,3.19E-01,-6.513384,8.55E-02,TRIM11,tripartite motif containing 11
A_23_P366895,8.69E-01,7.52E-01,3.19E-01,-6.513411,1.74E-01,B3GNT6,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6"
A_23_P130926,8.69E-01,7.52E-01,3.19E-01,-6.513413,9.66E-02,C19orf24,chromosome 19 open reading frame 24
A_24_P383509,8.69E-01,7.52E-01,3.18E-01,-6.513459,8.26E-02,CCDC25,coiled-coil domain containing 25
A_23_P22200,8.69E-01,7.52E-01,-3.18E-01,-6.513512,-2.06E-01,ASB8,ankyrin repeat and SOCS box containing 8
A_32_P81282,8.69E-01,7.52E-01,3.18E-01,-6.513526,1.95E-01,,
A_24_P8494,8.69E-01,7.52E-01,-3.18E-01,-6.51355,-7.75E-02,SEC61B,Sec61 translocon beta subunit
A_24_P849319,8.69E-01,7.52E-01,-3.18E-01,-6.513594,-1.91E-01,,
A_23_P331560,8.69E-01,7.52E-01,-3.18E-01,-6.513615,-1.57E-01,SLC26A4,solute carrier family 26 member 4
A_24_P921402,8.69E-01,7.52E-01,-3.18E-01,-6.513626,-1.56E-01,,
A_23_P342654,8.69E-01,7.53E-01,3.18E-01,-6.513641,1.40E-01,PALM2-AKAP2,PALM2-AKAP2 readthrough
A_23_P117387,8.69E-01,7.53E-01,-3.18E-01,-6.513673,-1.68E-01,MIA2,melanoma inhibitory activity 2
A_23_P142395,8.69E-01,7.53E-01,3.18E-01,-6.5137,1.78E-01,,
A_23_P100595,8.69E-01,7.53E-01,-3.18E-01,-6.513705,-1.46E-01,,
A_23_P380724,8.69E-01,7.53E-01,-3.18E-01,-6.513718,-6.64E-02,FASTKD5,FAST kinase domains 5
